"cust","prod","day","month","year","state","quant","date","credit"
"Claire","Butter",15,9,2019,"NJ",109,"2019-09-15",True
"Mia","Eggs",12,4,2016,"NJ",194,"2016-04-12",True
"Emily","Apple",27,11,2019,"CT",363,"2019-11-27",True
"Helen","Grapes",18,1,2020,"NY",41,"2020-01-18",True
"Claire","Grapes",9,6,2017,"CT",328,"2017-06-09",True
"Sam","Fish",27,12,2016,"CT",587,"2016-12-27",True
"Mia","Grapes",9,9,2019,"NJ",970,"2019-09-09",False
"Dan","Ice",11,3,2020,"PA",881,"2020-03-11",False
"Sam","Butter",14,4,2020,"PA",434,"2020-04-14",True
"Helen","Jelly",1,10,2018,"NJ",980,"2018-10-01",True
"Dan","Fish",15,9,2017,"PA",399,"2017-09-15",False
"Boo","Ham",2,6,2017,"PA",699,"2017-06-02",True
"Chae","Dates",14,3,2018,"NJ",51,"2018-03-14",True
"Helen","Cherry",15,4,2020,"NJ",168,"2020-04-15",True
"Emily","Fish",30,8,2016,"NY",714,"2016-08-30",False
"Dan","Fish",22,8,2016,"CT",635,"2016-08-22",False
"Wally","Dates",25,11,2018,"NJ",819,"2018-11-25",False
"Mia","Ham",7,11,2019,"NY",188,"2019-11-07",False
"Wally","Grapes",21,7,2019,"PA",431,"2019-07-21",True
"Wally","Butter",4,8,2020,"NY",454,"2020-08-04",True
"Wally","Dates",16,5,2020,"CT",855,"2020-05-16",True
"Dan","Cherry",3,1,2016,"NJ",283,"2016-01-03",True
"Dan","Dates",9,7,2020,"CT",267,"2020-07-09",True
"Dan","Apple",17,6,2019,"NJ",190,"2019-06-17",True
"Wally","Cherry",6,2,2019,"NJ",775,"2019-02-06",False
"Claire","Cherry",16,4,2017,"PA",327,"2017-04-16",True
"Dan","Jelly",8,9,2016,"PA",104,"2016-09-08",True
"Chae","Butter",13,7,2020,"PA",928,"2020-07-13",True
"Wally","Grapes",25,1,2019,"CT",479,"2019-01-25",True
"Dan","Ham",27,7,2017,"NJ",638,"2017-07-27",True
"Chae","Ham",29,11,2020,"NJ",303,"2020-11-29",True
"Emily","Eggs",9,11,2016,"NJ",263,"2016-11-09",False
"Wally","Fish",19,8,2019,"CT",682,"2019-08-19",False
"Emily","Fish",28,12,2018,"NY",293,"2018-12-28",False
"Boo","Jelly",30,5,2017,"CT",508,"2017-05-30",False
"Mia","Dates",30,11,2018,"CT",288,"2018-11-30",True
"Claire","Eggs",25,7,2020,"NJ",714,"2020-07-25",False
"Mia","Apple",17,4,2019,"NJ",264,"2019-04-17",False
"Emily","Ham",2,6,2020,"NJ",942,"2020-06-02",False
"Wally","Dates",19,10,2016,"PA",364,"2016-10-19",False
"Chae","Butter",25,11,2019,"NJ",163,"2019-11-25",True
"Chae","Dates",18,10,2018,"NY",758,"2018-10-18",False
"Emily","Cherry",12,7,2020,"NY",475,"2020-07-12",False
"Emily","Ham",1,11,2018,"CT",684,"2018-11-01",True
"Emily","Cherry",6,1,2020,"NY",878,"2020-01-06",True
"Boo","Butter",28,6,2016,"CT",731,"2016-06-28",False
"Dan","Ice",22,10,2017,"NY",790,"2017-10-22",True
"Sam","Dates",13,4,2019,"NY",61,"2019-04-13",True
"Claire","Ice",9,10,2016,"CT",657,"2016-10-09",True
"Chae","Dates",30,5,2017,"NY",524,"2017-05-30",False
"Chae","Butter",21,4,2017,"NJ",925,"2017-04-21",False
"Mia","Dates",23,2,2019,"PA",670,"2019-02-23",False
"Boo","Ice",26,6,2016,"NY",438,"2016-06-26",False
"Chae","Eggs",18,10,2017,"PA",993,"2017-10-18",True
"Dan","Apple",30,5,2016,"PA",125,"2016-05-30",True
"Sam","Fish",11,4,2016,"PA",479,"2016-04-11",False
"Sam","Apple",21,3,2016,"PA",479,"2016-03-21",True
"Mia","Grapes",9,2,2019,"CT",643,"2019-02-09",False
"Claire","Butter",15,1,2016,"PA",229,"2016-01-15",True
"Sam","Butter",10,11,2020,"PA",857,"2020-11-10",True
"Dan","Dates",28,11,2020,"CT",495,"2020-11-28",True
"Mia","Jelly",15,4,2017,"PA",970,"2017-04-15",False
"Sam","Apple",31,12,2020,"NY",866,"2020-12-31",True
"Mia","Dates",14,3,2019,"PA",826,"2019-03-14",True
"Boo","Dates",12,3,2019,"CT",562,"2019-03-12",True
"Boo","Jelly",11,2,2020,"NY",266,"2020-02-11",False
"Claire","Jelly",9,10,2020,"NJ",930,"2020-10-09",True
"Dan","Ice",16,5,2016,"CT",703,"2016-05-16",False
"Mia","Jelly",3,4,2016,"NY",450,"2016-04-03",True
"Helen","Butter",31,8,2019,"PA",564,"2019-08-31",False
"Chae","Dates",5,12,2017,"NY",964,"2017-12-05",False
"Wally","Apple",1,10,2018,"CT",323,"2018-10-01",True
"Sam","Dates",16,6,2016,"NY",83,"2016-06-16",False
"Helen","Jelly",23,2,2016,"PA",525,"2016-02-23",False
"Mia","Eggs",10,10,2017,"NY",623,"2017-10-10",True
"Dan","Grapes",7,9,2017,"CT",84,"2017-09-07",False
"Boo","Eggs",17,9,2016,"PA",498,"2016-09-17",True
"Mia","Ice",20,3,2019,"PA",667,"2019-03-20",True
"Emily","Ham",17,3,2018,"CT",407,"2018-03-17",True
"Emily","Butter",25,4,2017,"CT",481,"2017-04-25",False
"Claire","Dates",6,10,2016,"NY",287,"2016-10-06",True
"Claire","Ice",30,9,2019,"PA",866,"2019-09-30",False
"Emily","Ham",18,5,2018,"CT",207,"2018-05-18",False
"Helen","Butter",9,1,2020,"PA",272,"2020-01-09",False
"Boo","Butter",23,7,2017,"CT",333,"2017-07-23",False
"Dan","Ham",20,12,2019,"NJ",546,"2019-12-20",False
"Mia","Ham",7,5,2020,"NJ",506,"2020-05-07",False
"Claire","Eggs",16,8,2019,"CT",151,"2019-08-16",False
"Mia","Cherry",24,4,2017,"CT",31,"2017-04-24",False
"Sam","Butter",14,10,2020,"PA",789,"2020-10-14",False
"Chae","Fish",2,1,2016,"NJ",540,"2016-01-02",True
"Sam","Jelly",24,8,2017,"PA",708,"2017-08-24",False
"Helen","Jelly",21,2,2020,"NJ",534,"2020-02-21",False
"Boo","Butter",31,10,2020,"PA",96,"2020-10-31",True
"Emily","Ice",23,8,2018,"NJ",871,"2018-08-23",False
"Wally","Cherry",17,9,2016,"CT",332,"2016-09-17",False
"Boo","Grapes",28,10,2016,"NY",250,"2016-10-28",True
"Dan","Grapes",11,2,2020,"NJ",870,"2020-02-11",False
"Mia","Cherry",23,12,2019,"NY",245,"2019-12-23",False
"Claire","Fish",14,11,2016,"NY",31,"2016-11-14",False
"Helen","Cherry",3,7,2019,"PA",677,"2019-07-03",True
"Wally","Dates",4,12,2019,"NY",611,"2019-12-04",True
"Mia","Apple",21,11,2020,"PA",570,"2020-11-21",False
"Dan","Fish",7,6,2020,"NY",711,"2020-06-07",True
"Mia","Jelly",19,2,2019,"NJ",391,"2019-02-19",False
"Boo","Fish",14,4,2018,"NY",325,"2018-04-14",True
"Dan","Cherry",9,4,2016,"PA",153,"2016-04-09",True
"Wally","Dates",19,7,2019,"CT",576,"2019-07-19",True
"Sam","Fish",1,4,2016,"NJ",444,"2016-04-01",False
"Sam","Butter",9,2,2020,"PA",23,"2020-02-09",True
"Mia","Ice",6,9,2017,"PA",669,"2017-09-06",False
"Wally","Apple",10,7,2020,"PA",478,"2020-07-10",False
"Helen","Fish",10,10,2020,"NJ",862,"2020-10-10",True
"Claire","Cherry",13,4,2019,"CT",954,"2019-04-13",True
"Claire","Dates",26,6,2020,"CT",88,"2020-06-26",True
"Sam","Fish",13,5,2019,"CT",535,"2019-05-13",False
"Emily","Jelly",21,7,2019,"NY",564,"2019-07-21",False
"Chae","Butter",23,5,2018,"CT",83,"2018-05-23",False
"Sam","Eggs",15,8,2016,"NJ",359,"2016-08-15",True
"Emily","Jelly",26,2,2018,"NJ",181,"2018-02-26",True
"Boo","Grapes",16,8,2018,"NJ",11,"2018-08-16",True
"Dan","Apple",25,9,2018,"NJ",104,"2018-09-25",False
"Helen","Ham",17,5,2016,"NY",34,"2016-05-17",False
"Claire","Ham",20,5,2018,"CT",4,"2018-05-20",True
"Helen","Ham",19,4,2018,"NJ",127,"2018-04-19",False
"Wally","Butter",18,5,2019,"NY",550,"2019-05-18",False
"Boo","Fish",7,1,2016,"NY",352,"2016-01-07",False
"Boo","Eggs",7,8,2018,"PA",249,"2018-08-07",True
"Emily","Ham",16,1,2017,"CT",92,"2017-01-16",True
"Mia","Grapes",10,2,2020,"CT",738,"2020-02-10",False
"Helen","Grapes",20,6,2016,"NY",173,"2016-06-20",False
"Chae","Butter",13,10,2020,"CT",172,"2020-10-13",False
"Sam","Grapes",30,8,2016,"CT",825,"2016-08-30",True
"Boo","Dates",17,2,2016,"NJ",429,"2016-02-17",False
"Helen","Cherry",11,11,2017,"NY",846,"2017-11-11",True
"Chae","Jelly",5,4,2017,"NJ",965,"2017-04-05",True
"Dan","Grapes",1,2,2016,"NY",90,"2016-02-01",False
"Claire","Jelly",28,6,2019,"NY",800,"2019-06-28",True
"Dan","Grapes",21,3,2017,"PA",561,"2017-03-21",True
"Helen","Fish",2,6,2017,"NY",599,"2017-06-02",True
"Dan","Jelly",25,9,2019,"NJ",917,"2019-09-25",True
"Claire","Ham",1,5,2018,"NY",564,"2018-05-01",True
"Wally","Ice",26,5,2020,"NY",707,"2020-05-26",True
"Claire","Jelly",5,1,2016,"NJ",221,"2016-01-05",True
"Wally","Eggs",23,3,2017,"CT",763,"2017-03-23",False
"Helen","Ham",21,2,2019,"NJ",389,"2019-02-21",False
"Mia","Butter",18,11,2017,"NY",744,"2017-11-18",False
"Boo","Cherry",15,10,2016,"NJ",585,"2016-10-15",True
"Chae","Apple",23,3,2016,"PA",180,"2016-03-23",True
"Claire","Butter",19,3,2019,"CT",114,"2019-03-19",True
"Claire","Ham",20,9,2018,"CT",459,"2018-09-20",False
"Emily","Eggs",21,12,2018,"PA",677,"2018-12-21",False
"Claire","Butter",5,9,2020,"NY",453,"2020-09-05",False
"Boo","Apple",25,6,2018,"NJ",587,"2018-06-25",False
"Boo","Ice",8,2,2016,"CT",141,"2016-02-08",False
"Mia","Butter",18,9,2017,"PA",602,"2017-09-18",True
"Helen","Butter",17,9,2020,"NY",889,"2020-09-17",True
"Boo","Eggs",13,9,2020,"PA",428,"2020-09-13",True
"Mia","Fish",29,7,2017,"PA",110,"2017-07-29",True
"Mia","Jelly",9,3,2018,"PA",223,"2018-03-09",True
"Sam","Jelly",30,5,2019,"PA",893,"2019-05-30",True
"Boo","Butter",14,3,2016,"NY",793,"2016-03-14",True
"Boo","Butter",10,2,2016,"NY",178,"2016-02-10",False
"Boo","Ice",17,1,2020,"NJ",832,"2020-01-17",False
"Dan","Fish",30,11,2019,"PA",987,"2019-11-30",False
"Helen","Fish",9,7,2020,"NY",374,"2020-07-09",True
"Sam","Cherry",28,9,2018,"PA",244,"2018-09-28",False
"Claire","Grapes",5,12,2017,"CT",323,"2017-12-05",True
"Mia","Ham",7,5,2018,"NY",811,"2018-05-07",True
"Emily","Dates",10,12,2017,"NJ",599,"2017-12-10",False
"Emily","Eggs",23,11,2020,"CT",874,"2020-11-23",True
"Helen","Dates",9,11,2018,"CT",725,"2018-11-09",False
"Chae","Cherry",9,5,2020,"NY",581,"2020-05-09",False
"Dan","Eggs",3,7,2020,"NJ",890,"2020-07-03",False
"Boo","Apple",1,4,2020,"NY",532,"2020-04-01",False
"Boo","Ice",27,7,2016,"CT",692,"2016-07-27",True
"Chae","Jelly",24,7,2016,"NJ",180,"2016-07-24",True
"Mia","Butter",10,1,2019,"PA",361,"2019-01-10",True
"Emily","Cherry",3,9,2017,"CT",346,"2017-09-03",True
"Emily","Apple",11,3,2017,"CT",462,"2017-03-11",True
"Claire","Dates",13,10,2019,"NJ",219,"2019-10-13",False
"Claire","Dates",12,8,2019,"PA",976,"2019-08-12",True
"Chae","Ham",10,7,2020,"NJ",297,"2020-07-10",True
"Sam","Ice",7,6,2019,"NJ",571,"2019-06-07",False
"Boo","Cherry",18,2,2016,"PA",591,"2016-02-18",False
"Sam","Ice",29,10,2017,"PA",624,"2017-10-29",True
"Sam","Apple",20,12,2017,"CT",635,"2017-12-20",True
"Boo","Dates",12,6,2020,"NJ",226,"2020-06-12",True
"Dan","Grapes",12,6,2020,"CT",42,"2020-06-12",False
"Claire","Fish",3,5,2016,"NY",712,"2016-05-03",True
"Mia","Jelly",11,1,2019,"PA",589,"2019-01-11",True
"Chae","Cherry",10,8,2019,"NY",729,"2019-08-10",False
"Boo","Cherry",22,4,2020,"NY",603,"2020-04-22",True
"Chae","Jelly",24,8,2016,"NJ",377,"2016-08-24",False
"Boo","Butter",3,4,2018,"NY",389,"2018-04-03",True
"Helen","Eggs",12,11,2018,"CT",203,"2018-11-12",True
"Chae","Fish",14,3,2020,"NJ",874,"2020-03-14",False
"Sam","Ham",7,7,2019,"CT",364,"2019-07-07",True
"Boo","Grapes",22,4,2018,"NY",778,"2018-04-22",False
"Chae","Jelly",19,4,2018,"CT",583,"2018-04-19",True
"Claire","Jelly",10,3,2020,"NY",808,"2020-03-10",False
"Dan","Apple",12,2,2020,"NY",905,"2020-02-12",False
"Dan","Cherry",27,7,2017,"PA",632,"2017-07-27",True
"Sam","Jelly",23,11,2019,"PA",354,"2019-11-23",True
"Sam","Dates",26,7,2018,"PA",820,"2018-07-26",True
"Sam","Eggs",6,10,2018,"CT",417,"2018-10-06",True
"Boo","Jelly",9,4,2018,"CT",983,"2018-04-09",False
"Sam","Apple",24,4,2017,"NJ",983,"2017-04-24",True
"Boo","Grapes",30,3,2018,"NJ",47,"2018-03-30",True
"Chae","Cherry",30,8,2017,"NJ",489,"2017-08-30",False
"Helen","Ice",27,2,2017,"NY",128,"2017-02-27",False
"Helen","Jelly",9,9,2017,"NY",848,"2017-09-09",True
"Dan","Butter",21,11,2019,"CT",3,"2019-11-21",True
"Boo","Jelly",2,11,2019,"NJ",223,"2019-11-02",False
"Claire","Butter",22,4,2020,"NJ",633,"2020-04-22",False
"Sam","Grapes",19,10,2018,"CT",481,"2018-10-19",False
"Dan","Fish",23,4,2017,"CT",175,"2017-04-23",True
"Sam","Ham",17,11,2019,"NJ",47,"2019-11-17",True
"Wally","Cherry",3,2,2018,"NY",800,"2018-02-03",True
"Wally","Jelly",12,12,2017,"NJ",702,"2017-12-12",False
"Dan","Grapes",6,3,2020,"CT",729,"2020-03-06",False
"Boo","Grapes",11,10,2018,"NY",227,"2018-10-11",True
"Dan","Fish",30,3,2017,"NJ",268,"2017-03-30",True
"Boo","Eggs",26,1,2017,"CT",169,"2017-01-26",False
"Helen","Ice",9,4,2016,"CT",272,"2016-04-09",False
"Mia","Dates",9,8,2018,"PA",548,"2018-08-09",True
"Mia","Ham",21,8,2018,"CT",301,"2018-08-21",True
"Mia","Cherry",19,3,2019,"NJ",893,"2019-03-19",False
"Mia","Jelly",19,1,2017,"CT",991,"2017-01-19",True
"Wally","Eggs",19,7,2020,"NY",51,"2020-07-19",False
"Emily","Fish",6,1,2018,"NJ",65,"2018-01-06",True
"Chae","Fish",30,9,2020,"CT",133,"2020-09-30",False
"Claire","Fish",5,10,2019,"CT",152,"2019-10-05",True
"Emily","Grapes",18,11,2019,"NY",385,"2019-11-18",False
"Wally","Butter",24,10,2020,"NJ",647,"2020-10-24",True
"Wally","Dates",24,12,2017,"NY",140,"2017-12-24",False
"Dan","Fish",28,1,2016,"NJ",822,"2016-01-28",True
"Dan","Fish",20,5,2017,"CT",423,"2017-05-20",False
"Boo","Fish",2,8,2018,"NY",811,"2018-08-02",True
"Dan","Apple",23,5,2019,"PA",982,"2019-05-23",True
"Boo","Ice",11,7,2016,"NY",548,"2016-07-11",True
"Helen","Ham",15,5,2016,"NY",634,"2016-05-15",False
"Emily","Grapes",9,9,2016,"PA",119,"2016-09-09",False
"Boo","Dates",25,1,2019,"PA",369,"2019-01-25",True
"Claire","Cherry",15,10,2016,"PA",409,"2016-10-15",False
"Sam","Apple",11,11,2018,"CT",726,"2018-11-11",True
"Dan","Ham",20,3,2019,"PA",363,"2019-03-20",True
"Sam","Eggs",8,1,2019,"PA",150,"2019-01-08",False
"Dan","Apple",9,12,2020,"CT",828,"2020-12-09",True
"Dan","Ham",25,7,2016,"NJ",683,"2016-07-25",True
"Chae","Cherry",6,6,2017,"CT",19,"2017-06-06",True
"Chae","Butter",28,1,2020,"CT",854,"2020-01-28",True
"Chae","Butter",1,6,2018,"NY",285,"2018-06-01",True
"Wally","Dates",26,2,2019,"CT",575,"2019-02-26",True
"Chae","Eggs",1,2,2018,"CT",447,"2018-02-01",True
"Chae","Dates",15,5,2019,"PA",671,"2019-05-15",True
"Wally","Eggs",16,6,2018,"NJ",327,"2018-06-16",False
"Dan","Apple",29,1,2016,"CT",124,"2016-01-29",False
"Boo","Cherry",22,2,2019,"NJ",528,"2019-02-22",False
"Helen","Fish",8,9,2019,"PA",410,"2019-09-08",True
"Dan","Eggs",14,8,2018,"PA",492,"2018-08-14",True
"Dan","Grapes",23,5,2019,"NJ",475,"2019-05-23",True
"Wally","Ice",2,12,2020,"PA",151,"2020-12-02",True
"Emily","Grapes",8,4,2018,"CT",493,"2018-04-08",True
"Claire","Cherry",9,12,2018,"CT",544,"2018-12-09",True
"Boo","Ham",24,7,2019,"NJ",853,"2019-07-24",False
"Claire","Eggs",25,12,2019,"NY",197,"2019-12-25",False
"Chae","Grapes",11,4,2016,"NJ",421,"2016-04-11",True
"Sam","Grapes",12,8,2018,"PA",159,"2018-08-12",True
"Dan","Eggs",18,10,2019,"NJ",810,"2019-10-18",True
"Emily","Cherry",10,3,2016,"CT",928,"2016-03-10",False
"Chae","Apple",9,8,2019,"NY",964,"2019-08-09",False
"Chae","Eggs",6,10,2020,"NJ",92,"2020-10-06",True
"Mia","Cherry",6,5,2020,"NY",588,"2020-05-06",False
"Mia","Cherry",22,5,2020,"NJ",50,"2020-05-22",True
"Boo","Jelly",24,6,2019,"CT",890,"2019-06-24",False
"Dan","Dates",11,9,2020,"CT",73,"2020-09-11",False
"Chae","Jelly",17,1,2016,"NY",758,"2016-01-17",False
"Emily","Dates",25,6,2020,"NY",558,"2020-06-25",True
"Emily","Ice",8,1,2020,"PA",446,"2020-01-08",False
"Claire","Butter",27,10,2020,"NJ",151,"2020-10-27",True
"Sam","Apple",14,9,2020,"PA",540,"2020-09-14",True
"Wally","Cherry",14,10,2016,"NY",414,"2016-10-14",False
"Helen","Apple",1,6,2018,"NJ",821,"2018-06-01",False
"Chae","Fish",21,11,2016,"PA",524,"2016-11-21",True
"Chae","Fish",31,1,2018,"NJ",873,"2018-01-31",True
"Boo","Dates",12,3,2017,"CT",686,"2017-03-12",False
"Emily","Ice",26,10,2016,"PA",339,"2016-10-26",False
"Emily","Eggs",6,12,2020,"NY",30,"2020-12-06",True
"Boo","Ham",24,6,2017,"PA",91,"2017-06-24",False
"Emily","Jelly",1,10,2018,"PA",603,"2018-10-01",False
"Dan","Dates",9,12,2020,"NY",540,"2020-12-09",True
"Claire","Ham",24,8,2019,"NJ",375,"2019-08-24",True
"Helen","Cherry",5,9,2019,"CT",256,"2019-09-05",True
"Emily","Ham",14,10,2017,"PA",943,"2017-10-14",True
"Helen","Butter",9,12,2016,"CT",208,"2016-12-09",True
"Emily","Fish",21,8,2018,"CT",400,"2018-08-21",True
"Helen","Jelly",23,9,2019,"NY",804,"2019-09-23",False
"Dan","Grapes",28,9,2019,"CT",290,"2019-09-28",True
"Claire","Eggs",8,8,2019,"NJ",554,"2019-08-08",True
"Wally","Eggs",21,11,2019,"NJ",655,"2019-11-21",False
"Dan","Butter",8,4,2016,"NY",281,"2016-04-08",True
"Claire","Butter",19,1,2019,"NJ",546,"2019-01-19",True
"Mia","Jelly",21,6,2016,"PA",410,"2016-06-21",True
"Claire","Cherry",29,1,2019,"CT",394,"2019-01-29",False
"Chae","Eggs",28,3,2016,"NJ",841,"2016-03-28",True
"Claire","Dates",1,1,2016,"PA",35,"2016-01-01",False
"Wally","Ham",17,4,2020,"PA",406,"2020-04-17",True
"Dan","Fish",25,4,2016,"NY",648,"2016-04-25",False
"Dan","Butter",15,3,2017,"CT",442,"2017-03-15",True
"Helen","Fish",30,12,2020,"NJ",39,"2020-12-30",True
"Dan","Fish",17,6,2016,"PA",942,"2016-06-17",False
"Helen","Apple",21,2,2020,"NY",183,"2020-02-21",False
"Chae","Grapes",21,8,2019,"CT",381,"2019-08-21",True
"Sam","Jelly",10,5,2016,"CT",953,"2016-05-10",True
"Helen","Fish",2,5,2019,"PA",486,"2019-05-02",False
"Dan","Eggs",10,6,2019,"PA",858,"2019-06-10",False
"Chae","Cherry",16,6,2016,"CT",143,"2016-06-16",True
"Sam","Jelly",14,3,2019,"PA",551,"2019-03-14",False
"Helen","Butter",7,11,2020,"PA",398,"2020-11-07",False
"Dan","Dates",4,6,2019,"NY",827,"2019-06-04",False
"Emily","Cherry",19,4,2016,"PA",125,"2016-04-19",False
"Wally","Jelly",9,6,2018,"NJ",877,"2018-06-09",False
"Helen","Cherry",25,7,2016,"CT",316,"2016-07-25",True
"Dan","Ice",29,7,2020,"PA",809,"2020-07-29",False
"Emily","Butter",5,12,2020,"NY",850,"2020-12-05",False
"Boo","Jelly",19,2,2017,"NY",71,"2017-02-19",False
"Helen","Ham",9,1,2016,"NJ",400,"2016-01-09",False
"Boo","Ice",1,5,2017,"PA",551,"2017-05-01",True
"Wally","Cherry",14,2,2016,"CT",46,"2016-02-14",True
"Helen","Ice",27,11,2016,"PA",227,"2016-11-27",True
"Claire","Ice",9,7,2017,"CT",616,"2017-07-09",False
"Sam","Butter",29,4,2017,"NY",266,"2017-04-29",True
"Claire","Jelly",28,7,2020,"NY",97,"2020-07-28",True
"Emily","Butter",12,3,2016,"NJ",560,"2016-03-12",False
"Boo","Ham",10,9,2018,"NJ",812,"2018-09-10",True
"Sam","Dates",23,3,2020,"NJ",473,"2020-03-23",True
"Emily","Ice",2,12,2020,"NJ",116,"2020-12-02",True
"Mia","Butter",3,11,2018,"NJ",947,"2018-11-03",False
"Claire","Dates",1,4,2018,"PA",465,"2018-04-01",True
"Emily","Grapes",22,6,2019,"NJ",428,"2019-06-22",False
"Claire","Butter",6,4,2018,"NY",818,"2018-04-06",False
"Emily","Cherry",31,8,2018,"NY",923,"2018-08-31",False
"Wally","Grapes",23,6,2016,"CT",359,"2016-06-23",False
"Helen","Eggs",23,2,2020,"PA",674,"2020-02-23",False
"Mia","Grapes",10,12,2016,"NY",294,"2016-12-10",True
"Boo","Butter",25,3,2019,"PA",600,"2019-03-25",False
"Dan","Dates",1,12,2017,"CT",702,"2017-12-01",True
"Boo","Ice",30,8,2017,"NY",698,"2017-08-30",True
"Emily","Butter",10,11,2017,"NJ",336,"2017-11-10",True
"Claire","Jelly",14,10,2020,"CT",487,"2020-10-14",False
"Emily","Jelly",16,3,2020,"CT",614,"2020-03-16",False
"Claire","Dates",21,5,2016,"CT",369,"2016-05-21",True
"Mia","Apple",5,7,2018,"CT",633,"2018-07-05",True
"Sam","Cherry",19,10,2018,"NJ",854,"2018-10-19",True
"Wally","Jelly",7,6,2018,"PA",165,"2018-06-07",True
"Emily","Ham",1,7,2017,"PA",979,"2017-07-01",True
"Helen","Ice",3,7,2017,"CT",701,"2017-07-03",False
"Helen","Grapes",11,5,2016,"PA",420,"2016-05-11",False
"Boo","Butter",31,10,2018,"CT",833,"2018-10-31",False
"Claire","Jelly",5,5,2020,"PA",329,"2020-05-05",True
"Dan","Apple",24,11,2016,"NY",217,"2016-11-24",False
"Dan","Ham",12,11,2020,"PA",231,"2020-11-12",True
"Helen","Eggs",18,1,2016,"NJ",557,"2016-01-18",True
"Emily","Butter",28,10,2016,"PA",93,"2016-10-28",True
"Chae","Grapes",25,2,2016,"NJ",38,"2016-02-25",False
"Mia","Ice",10,6,2018,"NJ",632,"2018-06-10",True
"Claire","Jelly",2,8,2016,"CT",343,"2016-08-02",False
"Helen","Ice",8,9,2020,"PA",369,"2020-09-08",False
"Emily","Ice",8,8,2016,"NY",898,"2016-08-08",False
"Dan","Jelly",18,5,2016,"CT",766,"2016-05-18",True
"Claire","Apple",4,11,2016,"NY",190,"2016-11-04",True
"Claire","Apple",30,9,2018,"NJ",839,"2018-09-30",True
"Boo","Apple",11,2,2016,"CT",226,"2016-02-11",True
"Mia","Apple",1,2,2017,"CT",686,"2017-02-01",False
"Chae","Fish",8,6,2017,"PA",639,"2017-06-08",True
"Boo","Ham",17,6,2018,"PA",184,"2018-06-17",True
"Helen","Fish",13,3,2018,"NJ",210,"2018-03-13",True
"Sam","Butter",15,7,2016,"NJ",845,"2016-07-15",False
"Mia","Fish",3,5,2020,"PA",752,"2020-05-03",False
"Helen","Dates",12,11,2017,"NY",113,"2017-11-12",True
"Helen","Dates",23,6,2020,"CT",134,"2020-06-23",False
"Claire","Eggs",11,2,2020,"PA",71,"2020-02-11",True
"Wally","Apple",12,10,2017,"NJ",759,"2017-10-12",False
"Helen","Ham",18,12,2017,"NY",165,"2017-12-18",False
"Helen","Ham",7,6,2020,"NJ",915,"2020-06-07",False
"Dan","Jelly",3,11,2018,"CT",841,"2018-11-03",False
"Dan","Butter",3,2,2018,"CT",655,"2018-02-03",True
"Wally","Fish",1,1,2020,"NY",646,"2020-01-01",True
"Wally","Ham",23,11,2019,"PA",307,"2019-11-23",False
"Dan","Ham",31,12,2019,"NY",644,"2019-12-31",True
"Boo","Eggs",7,3,2017,"PA",459,"2017-03-07",True
"Wally","Eggs",6,9,2020,"NY",580,"2020-09-06",True
"Mia","Ham",10,8,2016,"NY",983,"2016-08-10",False
"Chae","Jelly",26,5,2019,"NY",365,"2019-05-26",True
"Emily","Dates",7,11,2020,"PA",789,"2020-11-07",True
"Emily","Eggs",4,8,2017,"PA",350,"2017-08-04",False
"Chae","Ham",6,8,2018,"NJ",547,"2018-08-06",False
"Sam","Dates",11,3,2018,"NJ",679,"2018-03-11",True
"Boo","Cherry",11,10,2018,"NJ",81,"2018-10-11",True
"Dan","Ice",15,8,2016,"PA",308,"2016-08-15",False
"Chae","Fish",9,1,2018,"NJ",387,"2018-01-09",False
"Claire","Ham",10,6,2018,"CT",548,"2018-06-10",False
"Claire","Ham",16,11,2019,"NJ",472,"2019-11-16",True
"Mia","Jelly",30,9,2017,"PA",497,"2017-09-30",True
"Helen","Jelly",19,7,2018,"CT",429,"2018-07-19",True
"Emily","Apple",28,1,2017,"NY",219,"2017-01-28",False
"Dan","Grapes",28,11,2018,"NJ",445,"2018-11-28",True
"Claire","Ice",26,12,2020,"NY",437,"2020-12-26",False
"Mia","Ice",9,10,2018,"CT",936,"2018-10-09",False
"Mia","Jelly",16,3,2017,"CT",601,"2017-03-16",True
"Sam","Grapes",30,5,2016,"PA",29,"2016-05-30",False
"Dan","Dates",5,10,2020,"NY",53,"2020-10-05",False
"Boo","Ice",28,6,2016,"NJ",532,"2016-06-28",True
"Wally","Ham",15,4,2018,"CT",860,"2018-04-15",True
"Dan","Eggs",24,1,2020,"CT",753,"2020-01-24",False
"Helen","Apple",15,7,2017,"PA",358,"2017-07-15",False
"Helen","Eggs",27,6,2018,"CT",746,"2018-06-27",False
"Emily","Ice",13,5,2017,"CT",111,"2017-05-13",True
"Mia","Butter",28,8,2016,"NJ",501,"2016-08-28",True
